"All Establishment Details"
"January 2017"
"Report Date: 05/05/2017 11:10 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"THOMAS E. HARTUNG AMERICAN LEGION POST 1977","130902173","New Lenox","5","368532.2800","339808.0500","28724.2300","104110.0000","75386.2600","28723.7400","8617.1900","7180.9900","1436.2000",
"Thomas Endres ","120708996","Springfield","5","103800.5600","95308.7100","8491.8500","33687.0000","25195.3300","8491.6700","2547.5600","2122.9700","424.5900",
"THOMAS'S BARBEQUE, INC.","140702354","Harvard","5","132861.3500","121411.4300","11449.9200","41633.0000","30183.1300","11449.8700","3435.0000","2862.5000","572.5000",
"Thorne's Place, Inc.","120700452","Creve Coeur","5","186666.8700","167677.1700","18989.7000","57664.0000","38674.3000","18989.7000","5696.9100","4747.4200","949.4900",
"Thorntons Inc.","121006563","Lincoln","5","656139.1200","606383.3100","49755.8100","215510.0000","165754.1900","49755.8100","14926.8100","12439.0100","2487.8000",
"Three Crazy Chicks Inc.","130704293","Cantrall","3","53153.8800","49290.3100","3863.5700","17067.0000","13203.4800","3863.5200","1159.1300","965.9400","193.1900",
"Three Fingers, Inc.","120700781","Fox River Grove","5","261852.3200","238869.8900","22982.4300","86698.0000","63715.5700","22982.4300","6894.7800","5745.6500","1149.1300",
"Three Irishmen & A Toad, Inc.","160700802","Jacksonville","3","78794.6800","72848.9700","5945.7100","27509.0000","21563.2400","5945.7600","1783.7400","1486.4500","297.2900",
"Three Paws, Inc.","120711586","Villa Park","4","206019.9100","189123.2600","16896.6500","59941.0000","43044.3600","16896.6400","5069.0400","4224.2000","844.8400",
"Three Ravens, Inc.","130706230","Monticello","3","34645.3800","31973.2900","2672.0900","10926.0000","8253.9100","2672.0900","801.6500","668.0400","133.6100",
"Three Saints, Inc.","120706432","Peoria","5","397943.5000","368103.2200","29840.2800","127262.0000","97421.7900","29840.2100","8952.1500","7460.1300","1492.0200",
"Thumser Entertainment, Inc.","150703847","Jo Daviess County","3","26489.0300","24632.1900","1856.8400","5696.0000","3839.0100","1856.9900","557.0900","464.2400","92.8500",
"Thunderbird of Taylorville Incorporated","120711440","Christian County","5","113384.0200","103766.1700","9617.8500","29981.0000","20363.1500","9617.8500","2885.3700","2404.4800","480.8900",
"TIANS ROSEBUD INC.","140702507","Pana","5","169289.7200","154713.9000","14575.8200","52860.0000","38284.1800","14575.8200","4372.7800","3643.9800","728.8000",
"TIFF'S LLC","160701354","Midlothian","5","96025.9200","84796.7100","11229.2100","32367.0000","21137.7900","11229.2100","3368.8200","2807.3500","561.4700",
"Tiffany A. Leffler","120704955","Knox County","5","143803.5400","131559.7200","12243.8200","45010.0000","32766.2600","12243.7400","3673.1800","3060.9800","612.2000",
"TIG, Incorporated","120702102","Steger","5","185813.9300","172207.5700","13606.3600","61016.0000","47409.7900","13606.2100","4081.9400","3401.6200","680.3200",
"TIGER TAIL LOUNGE, INC.","120700571","Rockford","5","191182.1200","180016.8600","11165.2600","60842.0000","49676.7400","11165.2600","3349.5900","2791.3300","558.2600",
"Tigers Athletic Association of Aurora, Illinois","140700567","Aurora","5","293381.4900","267605.0800","25776.4100","78244.0000","52467.4300","25776.5700","7733.0900","6444.2400","1288.8500",
"Tiggs Park, Inc.","120706857","Blue Island","5","251659.0400","231529.3500","20129.6900","85739.0000","65609.3100","20129.6900","6038.9500","5032.4600","1006.4900",
"Tilley's Tavern Inc","130706231","Mount Olive","4","89807.8000","82816.8500","6990.9500","28445.0000","21454.0500","6990.9500","2097.2900","1747.7400","349.5500",
"Tilted Holdings LLC","140701596","Roselle","4","132119.4800","124383.3100","7736.1700","49141.0000","41404.8300","7736.1700","2320.8600","1934.0500","386.8100",
"Timberlake Club of Peoria","140701468","Peoria County","3","10715.5400","9393.9900","1321.5500","3662.0000","2340.4500","1321.5500","396.4800","330.4000","66.0800",
"TIMBUKTU SALOON INC.","120700539","Long Creek","5","338943.4100","309273.4900","29669.9200","113971.0000","84301.0700","29669.9300","8901.0500","7417.5400","1483.5100",
"Timbuktu Saloon Inc.","150704284","Decatur","5","215338.6400","198771.4300","16567.2100","68987.0000","52419.7400","16567.2600","4970.3000","4141.9200","828.3800",
"TIME OUT BAR & GRILL, LLC","120705984","Troy","5","208392.0600","189916.3000","18475.7600","56390.0000","37914.1700","18475.8300","5542.8100","4619.0100","923.8000",
"TIME OUT SPORTS BAR ON 20 LLC","130706549","McHenry County","5","121072.6900","111375.1000","9697.5900","33081.0000","23383.6200","9697.3800","2909.2600","2424.3800","484.8800",
"Time-Out Sports Pub and Grille, Inc.","120711485","Winthrop Harbor","4","221187.3400","204678.6800","16508.6600","60447.0000","43938.3400","16508.6600","4952.7400","4127.2900","825.4500",
"Tin Ceiling Tavern, LTD.","120709426","Homewood","5","267095.4100","243375.5900","23719.8200","81426.0000","57710.1800","23715.8200","7114.7500","5928.9600","1185.7900",
"Tina G's Inc.","150704190","Mundelein","4","90367.9500","83603.7600","6764.1900","32241.0000","25476.8100","6764.1900","2029.3000","1691.0800","338.2200",
"Tina M Hughes","140700989","Savanna","4","121884.0500","110693.9800","11190.0700","35750.0000","24559.9300","11190.0700","3357.0500","2797.5400","559.5100",
"Tina M. Madson","120706070","Fieldon","3","49699.2600","46714.6000","2984.6600","14230.0000","11245.3000","2984.7000","895.4700","746.2200","149.2500",
"TINA'S TAVERN, INC.","130703801","Clinton County","4","135249.8300","124109.5800","11140.2500","40786.0000","29645.7100","11140.2900","3342.1200","2785.1100","557.0100",
"Tinley Park Bowling Lanes, Inc.","140702076","Tinley Park","5","257653.4100","233358.8900","24294.5200","89062.0000","64767.4800","24294.5200","7288.4500","6073.7100","1214.7400",
"Tinley Park Post No. 615, The American Legion, Department of Illinois","140900360","Tinley Park","5","106334.4300","96328.6600","10005.7700","38104.0000","28098.3300","10005.6700","3001.7600","2501.4600","500.3000",
"Tioga Post 2149, Veterans of Foreign Wars of the United States","120907514","Wood Dale","5","289779.8300","264755.8100","25024.0200","75644.0000","50619.9800","25024.0200","7507.3200","6256.1000","1251.2200",
"Tippie LLC","120712503","Keithsburg","3","72988.2400","69016.2600","3971.9800","17237.0000","13265.0200","3971.9800","1191.6400","993.0300","198.6100",
"TIPSY'S TAP, INCORPORATED","160700359","Berwyn","5","132776.1700","124679.3200","8096.8500","44818.0000","36721.1500","8096.8500","2429.0600","2024.2200","404.8400",
"TIPSY, LLC","120702056","Dixon","5","111022.2700","103463.9000","7558.3700","37049.0000","29490.7300","7558.2700","2267.5600","1889.6400","377.9200",
"TISA R WINFREE","130701870","Collinsville","5","177473.7000","162715.6100","14758.0900","40588.0000","25832.4900","14755.5100","4426.7200","3688.9400","737.7800",
"TJ's Enterprises of Benld, Inc.","130704828","Mount Clare","5","335418.6200","311527.6900","23890.9300","95233.0000","71342.0700","23890.9300","7167.3400","5972.7800","1194.5600",
"TK Entertainment Company","150700640","Carpentersville","5","571043.1700","530865.2500","40177.9200","197758.0000","157580.0800","40177.9200","12053.4100","10044.5100","2008.9000",
"TK OBT LLC","140703684","Oakbrook Terrace","5","116547.2400","106533.1700","10014.0700","35950.0000","25935.9300","10014.0700","3004.3100","2503.5900","500.7200",
"TKW Group, LLC","150702280","Woodridge","5","207433.8500","193034.4800","14399.3700","70385.0000","55985.3800","14399.6200","4319.9200","3599.9300","719.9900",
"Tlaloc, Inc.","120702213","Berwyn","4","117614.9300","109102.3400","8512.5900","40874.0000","32361.4100","8512.5900","2553.8500","2128.2100","425.6400",
"TLGM, INC.","160702735","Mattoon","5","141366.1000","128628.5100","12737.5900","43534.0000","30796.4100","12737.5900","3821.3100","3184.4200","636.8900",
"TLJW, INC.","130701691","Jacksonville","5","12220.0600","10937.0800","1282.9800","4081.0000","2798.0200","1282.9800","384.8900","320.7400","64.1500",
"TMEE ENTERPRISES, INC.","160700576","Decatur","4","24861.9300","22151.1400","2710.7900","10790.0000","8079.3400","2710.6600","813.2000","677.6600","135.5400",
"TNS BAR ENTERPRISES INC.","140701103","Peoria","3","63035.1200","58191.6300","4843.4900","24384.0000","19580.5100","4803.4900","1441.0500","1200.8800","240.1700",
"TNT Gas-Mart, Inc.","120700650","Smithboro","5","222016.5300","208959.0500","13057.4800","64366.0000","51308.5200","13057.4800","3917.3200","3264.4300","652.8900",
"To Tu Cafe Corp.","130702451","River Grove","3","33613.4300","31990.1000","1623.3300","7027.0000","5403.6700","1623.3300","487.0400","405.8600","81.1800",
"TO-Kou, Inc. ","130702845","Germantown Hills","4","202636.9000","185304.0900","17332.8100","57942.0000","40609.1900","17332.8100","5199.8700","4333.2300","866.6400",
"TOAD STOOL, INC.","120703026","Rushville","4","91809.7500","85284.2400","6525.5100","26934.0000","20408.4900","6525.5100","1957.7300","1631.4400","326.2900",
"Tobin-Nanninga Detachment, Marine Corps League, Inc.","130706621","Tazewell County","5","100092.0100","92171.8900","7920.1200","32799.0000","24878.8800","7920.1200","2376.0800","1980.0700","396.0100",
"Tobys Restaurant & Grill, Inc.","120703358","North Chicago","5","485979.2500","446551.1300","39428.1200","179157.0000","139728.7800","39428.2200","11828.5300","9857.1100","1971.4200",
"Todd G. Gray","120704340","Bridgeport","2","24943.5400","22829.6500","2113.8900","6206.0000","4091.8400","2114.1600","634.2700","528.5500","105.7200",
"TODD R GLAS","120710330","Quincy","2","15640.9600","13536.7200","2104.2400","6691.0000","4586.6500","2104.3500","631.3200","526.1000","105.2200",
"TOI, Inc.","150700075","Monee","4","33805.0500","32836.5900","968.4600","13591.0000","12622.6800","968.3200","290.5000","242.0800","48.4200",
"TOJU BAY, INC.","130701410","Stone Park","3","92771.2600","86235.5200","6535.7400","21761.0000","15225.7800","6535.2200","1960.6000","1633.8400","326.7600",
"Tom Bishop","120708319","Du Quoin","5","207682.3300","194066.2000","13616.1300","62466.0000","48849.9700","13616.0300","4084.8500","3404.0400","680.8100",
"TOM KELLY'S CHOPHOUSE & PUB, LLC","160700404","New Lenox","5","132972.9200","118286.6000","14686.3200","51144.0000","36457.7000","14686.3000","4405.9200","3671.6100","734.3100",
"Tom's Carryout, Inc.","120700636","Lyons","5","316946.5700","287038.6000","29907.9700","104223.0000","74314.9800","29908.0200","8972.4500","7477.0500","1495.4000",
"Tom's Tavern LLC","130705890","Kempton","3","36781.4200","34248.2700","2533.1500","12194.0000","9660.8500","2533.1500","759.9300","633.2800","126.6500",
"TOMCZAK'S TAP, INC.","120707512","Wood Dale","3","161810.4200","144890.4400","16919.9800","42996.0000","26075.8700","16920.1300","5076.0900","4230.0700","846.0200",
"TOMMY O'CONNOR'S, INC.","120706950","Spring Grove","5","186294.5400","173234.9500","13059.5900","59179.0000","46119.3500","13059.6500","3917.9600","3264.9600","653.0000",
"Tommy's on Waukegan, Inc.","120701354","Morton Grove","5","479477.1600","444809.8400","34667.3200","127517.0000","92849.6800","34667.3200","10400.2800","8666.9000","1733.3800",
"Tommy's Place, Inc.","120701208","Blue Island","5","88740.0600","80912.8900","7827.1700","28036.0000","20208.8300","7827.1700","2348.2100","1956.8500","391.3600",
"Tommy's Saloon, Inc.","140701906","Jerseyville","4","110678.4100","101168.8000","9509.6100","34487.0000","24977.4900","9509.5100","2852.9200","2377.4300","475.4900",
"Toms Place, Inc.","120700587","Lemont","5","197146.5100","180261.0700","16885.4400","60034.0000","43148.5600","16885.4400","5065.7100","4221.4200","844.2900",
"Tony Hsiao's, Inc.","130705821","Decatur","5","230267.8700","216257.4000","14010.4700","67341.0000","53330.5300","14010.4700","4203.2100","3502.6800","700.5300",
"Tony Spavone Ristorante, Inc.","140701097","Bloomingdale","3","60218.0100","52458.6000","7759.4100","20089.0000","12329.6500","7759.3500","2327.8000","1939.8400","387.9600",
"TONY V'S II, INC.","130702680","McHenry County","5","227534.8100","212269.6600","15265.1500","58756.0000","43490.8500","15265.1500","4579.5400","3816.2800","763.2600",
"Tony's Breakfast Cafe, LLC","140704420","Brookfield","3","168895.2100","154247.6900","14647.5200","45224.0000","30576.4800","14647.5200","4394.2800","3661.9000","732.3800",
"Tony's Pizza of Beecher, Inc.","130706429","Beecher","2","124928.5100","108681.6100","16246.9000","52160.0000","35913.1000","16246.9000","4874.1200","4061.7600","812.3600",
"TONY'S PIZZA OF PEOTONE, INCORPORATED","120703188","Peotone","5","219142.9000","200032.0700","19110.8300","53910.0000","34799.1700","19110.8300","5733.2700","4777.7300","955.5400",
"Tonys Tacos Incorporated","160701791","Normal","3","32989.8000","31131.5900","1858.2100","11246.0000","9387.7900","1858.2100","557.5000","464.5800","92.9200",
"Tookay's, Inc.","130705134","Auburn","4","110334.5400","100157.2500","10177.2900","34446.0000","24268.7100","10177.2900","3053.2200","2544.3500","508.8700",
"Top Hat Saloon, Inc.","120708415","La Salle County","3","65411.1600","59359.2700","6051.8900","20694.0000","14642.1900","6051.8100","1815.5500","1512.9600","302.5900",
"Top Set Management, LLC","120708502","Sangamon County","5","241563.2300","216374.1400","25189.0900","100442.0000","75252.9100","25189.0900","7556.7400","6297.2900","1259.4500",
"Top Shooters, Inc","120700166","Columbia","5","382357.4800","353724.8900","28632.5900","101752.0000","73119.4800","28632.5200","8589.8100","7158.1700","1431.6400",
"Torchlight Lounge, Inc.","120705339","East Moline","4","62062.8700","55737.9500","6324.9200","20461.0000","14136.0800","6324.9200","1897.5000","1581.2500","316.2500",
"Toulon Tap, LLC","120710896","Toulon","2","43895.7300","38376.3000","5519.4300","15348.0000","9828.5700","5519.4300","1655.8500","1379.8700","275.9800",
"TOWER OF PIZZA, INC.","120712260","Quincy","2","25216.7800","21749.6100","3467.1700","10782.0000","7314.8300","3467.1700","1040.1600","866.8000","173.3600",
"Town Club of Alton, Inc.","120701189","Alton","4","39768.0600","34207.1100","5560.9500","10509.0000","4948.0500","5560.9500","1668.2900","1390.2400","278.0500",
"Town Hall Bowling & Banquet Services, LLC","130703449","Cicero","5","270505.7900","246327.7100","24178.0800","89272.0000","65093.9200","24178.0800","7253.4900","6044.5800","1208.9100",
"Town Hall Lounge, Inc.","120707724","Loves Park","5","168880.6000","154069.1900","14811.4100","60462.0000","45650.6500","14811.3500","4443.4400","3702.8700","740.5700",
"TOWN TAP WOODSTOCK LLC","140704188","Woodstock","5","166004.3200","151225.0400","14779.2800","64871.0000","50091.7200","14779.2800","4433.7600","3694.8100","738.9500",
"Town Tap, Inc.","120708196","Summit","5","503072.3700","470917.6700","32154.7000","145944.0000","113789.2000","32154.8000","9646.4700","8038.7300","1607.7400",
"Townsend and Thommen Inc.","130705582","Warren","4","147217.5800","133579.9800","13637.6000","39790.0000","26152.4000","13637.6000","4091.2900","3409.4100","681.8800",
"TPC Longshots Inc.","150703749","Joliet","5","252483.6400","233594.3800","18889.2600","84194.0000","65304.7400","18889.2600","5666.8200","4722.3500","944.4700",
"TPL Enterprises Inc.","120705950","Peoria","5","143030.7100","130171.3700","12859.3400","45480.0000","32620.5600","12859.4400","3857.8600","3214.8900","642.9700",
"TR RESTAURANT GROUP, INC.","120711742","Rockford","5","640984.7900","585358.3300","55626.4600","206292.0000","150665.5400","55626.4600","16688.0300","13906.6900","2781.3400",
"TRACKS ON GRAND, INC.","130704947","Lake Villa","5","166540.0400","149393.7600","17146.2800","56665.0000","39518.8700","17146.1300","5143.9200","4286.6000","857.3200",
"Tracy J. Glasgo","120710160","Kewanee","5","188098.6600","173967.2500","14131.4100","72849.0000","58717.5900","14131.4100","4239.4900","3532.9100","706.5800",
"Tracy's Supper-Club Inc.","140701764","Norris","2","30132.1700","26851.2200","3280.9500","10302.0000","7021.0500","3280.9500","984.3100","820.2500","164.0600",
"Traditions Bar, Inc.","120701201","Watseka","5","48685.6400","44080.4800","4605.1600","14339.0000","9734.0400","4604.9600","1381.4800","1151.2300","230.2500",
"Trailblazer Pub, Inc.","130705213","Sangamon County","5","259453.7300","240621.8200","18831.9100","88611.0000","69779.0900","18831.9100","5649.5700","4707.9700","941.6000",
"TRE AMICHE, INC.","130706136","Steger","5","118684.4500","110681.4700","8002.9800","38387.0000","30384.0500","8002.9500","2400.9500","2000.7900","400.1600",
"TREBOL DE 4, INC.","120701478","Joliet","2","30239.6000","28219.5100","2020.0900","9053.0000","7032.9100","2020.0900","606.0400","505.0300","101.0100",
"Tree Guys Pizza Pub, Inc.","130705519","Itasca","5","370092.1800","337467.5000","32624.6800","113484.0000","80859.3000","32624.7000","9787.4500","8156.2100","1631.2400",
"Treve Family Enterprises, Inc.","150702068","North Aurora","3","32950.1700","30769.6600","2180.5100","7994.0000","5813.4900","2180.5100","654.1500","545.1200","109.0300",
"TREY & TOM CORP.","120700638","McHenry","2","53404.9900","52190.4200","1214.5700","17843.0000","16628.4300","1214.5700","364.3900","303.6500","60.7400",
"Tri Cities Columbus Home Association","120711120","Granite City","5","370828.5100","343996.6700","26831.8400","95349.0000","68517.1600","26831.8400","8049.5800","6707.9800","1341.6000",
"Tri City Post #113 of the American Legion","130900179","Granite City","4","34079.2200","31713.2400","2365.9800","13384.0000","11017.9500","2366.0500","709.8800","591.5700","118.3100",
"Tri-City Evergreen Post 2298, Veterans of Foreign Wars of the United States","130901772","West Dundee","3","116702.1900","103247.7700","13454.4200","38271.0000","24816.5800","13454.4200","4036.4200","3363.6900","672.7300",
"TRI-COUNTY ROD AND GUN CLUB","160700781","Jersey County","3","78363.7300","73107.3800","5256.3500","20257.0000","15000.7100","5256.2900","1576.9400","1314.1200","262.8200",
"Trident Partners Champaign Station, LLC","150702588","Champaign","5","391946.8400","356954.7900","34992.0500","131556.0000","96563.9500","34992.0500","10497.6600","8748.0500","1749.6100",
"Trident Partners Decatur Airport Plaza, LLC","140702535","Decatur","5","777530.0500","708890.8100","68639.2400","238585.0000","169945.3700","68639.6300","20591.9400","17159.9500","3431.9900",
"Trident Partners Decatur Brettwood Village, LLC","140702537","Decatur","5","705142.5900","655375.0200","49767.5700","212768.0000","163000.3300","49767.6700","14930.3800","12441.9800","2488.4000",
"Trident Partners Decatur Crossings, LLC","140703997","Decatur","5","514418.6700","478774.3400","35644.3300","157060.0000","121415.6700","35644.3300","10693.3900","8911.1600","1782.2300",
"Trident Partners Urbana Five Points Commercial Center, LLC","150702589","Urbana","5","522344.2700","472251.7000","50092.5700","178368.0000","128275.4300","50092.5700","15027.8100","12523.1800","2504.6300",
"Trifecta Management LLC","140701487","West Peoria","3","63086.0000","59041.5300","4044.4700","20667.0000","16622.6500","4044.3500","1213.3500","1011.1200","202.2300",
"TRIPLE 777, LLC","160701575","Chicago Ridge","5","194717.9900","171330.4300","23387.5600","64307.0000","40919.4400","23387.5600","7016.2500","5846.8700","1169.3800",
"TRIPLE K & B SPORTS BAR, INC.","130702257","Huntley","4","240967.1000","221080.0500","19887.0500","65482.0000","45594.9500","19887.0500","5966.1800","4971.8200","994.3600",
"TRIPLE L AG SUPPLY, INC.","141003554","Macoupin County","5","121440.7400","113978.1000","7462.6400","35603.0000","28140.3600","7462.6400","2238.9000","1865.7500","373.1500",
"TRISTAR GAS & FOOD MART INC.","121012627","Wadsworth","5","819584.6500","751764.2500","67820.4000","253959.0000","186103.3900","67855.6100","20356.8000","16964.0000","3392.8000",
"TRKYMIK, Inc.","150700932","Alton","5","228643.2000","210782.5100","17860.6900","76960.0000","59099.3100","17860.6900","5358.2600","4465.2200","893.0400",
"Tropical Oasis, Inc.","130702310","Boone County","5","23039.0100","22800.2000","238.8100","7703.0000","7464.2100","238.7900","71.6700","59.7300","11.9400",
"Troy Duede Enterprises, Incorporated","120700528","Peoria Heights","5","174920.1800","165523.7100","9396.4700","53935.0000","44538.5000","9396.5000","2819.0000","2349.1700","469.8300",
"Troy Duede Enterprises, Incorporated","120700533","East Peoria","5","250644.9000","231360.7800","19284.1200","74498.0000","55213.8800","19284.1200","5785.2800","4821.0700","964.2100",
"Troy Grove Tavern, Inc.","140703438","Troy Grove","3","65545.1100","61974.1100","3571.0000","20014.0000","16443.0400","3570.9600","1071.3400","892.7900","178.5500",
"TROY POST 976 VETERANS OF FOREIGN WARS OF THE UNITED STATES, INC.","120903920","Troy","4","273731.0000","247478.5600","26252.4400","86306.0000","60053.5600","26252.4400","7875.7700","6563.1400","1312.6300",
"Trucker's Pub, Inc.","130702141","Effingham","5","194084.7000","178286.4800","15798.2200","57168.0000","41369.8200","15798.1800","4739.4900","3949.5800","789.9100",
"Tucker Station, LLC","140701380","Mattoon","5","144399.7900","132590.0900","11809.7000","41448.0000","29638.3000","11809.7000","3542.9700","2952.4800","590.4900",
"Tucker Station, LLC","150702347","Toledo","5","145119.7800","133105.6000","12014.1800","49979.0000","37964.8200","12014.1800","3604.2800","3003.5600","600.7200",
"Tucker's Pub LLC","160701192","Eldred","3","37120.2700","34162.5500","2957.7200","13373.0000","10415.3400","2957.6600","887.3000","739.4200","147.8800",
"Tuffy's Lounge, Inc.","120700713","Wilmington (Will)","5","149293.8500","138498.8300","10795.0200","45790.0000","34994.9800","10795.0200","3238.5900","2698.8300","539.7600",
"Tully Monster, Inc.","120703324","Morris","3","35422.6200","31247.7000","4174.9200","10000.0000","5825.0800","4174.9200","1252.5100","1043.7600","208.7500",
"Tumble Inn, Inc.","120707138","Champaign","5","450192.3700","417383.7700","32808.6000","141537.0000","108728.5500","32808.4500","9842.6000","8202.1600","1640.4400",
"TUMBLES, INC.","120710085","Moline","3","53456.1700","48780.2500","4675.9200","17996.0000","13320.1300","4675.8700","1402.8100","1169.0000","233.8100",
"Turn-Verein Frisch-AUF","120803496","Kane County","5","433391.0200","402372.7000","31018.3200","118537.0000","87518.6800","31018.3200","9305.4900","7754.5800","1550.9100",
"Turtle's Tap II, Inc.","120703789","Morris","5","403300.2800","366006.6600","37293.6200","123431.0000","86137.4600","37293.5400","11188.1200","9323.4300","1864.6900",
"Tuscany of Paris, Inc.","150702686","Paris","5","273026.1100","248491.7200","24534.3900","77138.0000","52603.6100","24534.3900","7360.4900","6133.7400","1226.7500",
"Tuscola Lodge No. 729, Loyal Order of Moose","120802150","Tuscola","5","203347.6300","182520.5500","20827.0800","58047.0000","37219.9200","20827.0800","6248.2400","5206.8700","1041.3700",
"TWIN OAKS CLUB","130705620","Adams County","2","30728.3500","28843.9800","1884.3700","6314.0000","4429.6300","1884.3700","565.3500","471.1300","94.2200",
"Twin Tavern & Discount Liquors, Inc.","150704009","DeKalb","3","85531.1000","75959.9100","9571.1900","24504.0000","14932.8100","9571.1900","2871.3800","2392.8200","478.5600",
"Twin-Dor, Inc.","120700531","Joliet","3","91983.4600","83858.2200","8125.2400","33188.0000","25062.7600","8125.2400","2437.6300","2031.3600","406.2700",
"TWISTED Q BBQ AND BAKERY, INC.","140703933","Homewood","5","115857.3400","104432.9800","11424.3600","35522.0000","24097.6400","11424.3600","3427.4100","2856.1800","571.2300",
"Two Can Do Inc.","120700296","Peoria County","5","409599.3100","376413.6400","33185.6700","126783.0000","93596.9800","33186.0200","9955.8100","8296.5100","1659.3000",
"TWO DOG SALOON, INC.","130700661","Roodhouse","5","109669.9700","99302.1800","10367.7900","36183.0000","25815.1600","10367.8400","3110.4000","2592.0000","518.4000",
"Two Lucky Aces, Inc.","120709658","Antioch","5","418347.4100","382474.2700","35873.1400","120933.0000","85059.8600","35873.1400","10761.9800","8968.3200","1793.6600",
"TWO MIKES, INC.","150700604","Burbank","5","275474.5200","258948.5800","16525.9400","90721.0000","74141.7100","16579.2900","4973.7800","4144.8200","828.9600",
"TWO SISTERS ON MAIN, LLC","160701174","Amboy","5","320942.4300","292122.9100","28819.5200","83315.0000","54495.4800","28819.5200","8645.8600","7204.8900","1440.9700",
"TWO-TOMS, INC.","130703356","Burbank","5","560226.2100","519849.0200","40377.1900","160070.0000","119692.8300","40377.1700","12113.2300","10094.3600","2018.8700",
"Twostep, Inc.","130705638","Bloomington","4","125127.5200","116294.3900","8833.1300","42314.0000","33480.7700","8833.2300","2650.0000","2208.3400","441.6600",
"TWT Holdings, Inc.","120711780","Waterman","3","59663.1900","53128.0500","6535.1400","18769.0000","12233.8600","6535.1400","1960.5800","1633.8200","326.7600",
"TZONEV FOODS INC.","130705059","Elmwood Park","5","145004.6500","129935.2700","15069.3800","47076.0000","32006.6200","15069.3800","4520.9200","3767.4300","753.4900",
"UBB, INC","120709144","Quincy","2","201217.8100","186068.4500","15149.3600","63548.0000","48398.6400","15149.3600","4544.8300","3787.3600","757.4700",
"Uffelman Corporation","120712223","Carbondale","5","532489.4300","495593.2600","36896.1700","153762.0000","116865.8300","36896.1700","11068.9500","9224.1300","1844.8200",
"Uke-N-Dan's, Inc.","120701202","Fox River Grove","5","235059.3600","215491.7700","19567.5900","76619.0000","57051.4100","19567.5900","5870.3300","4891.9400","978.3900",
"Ulrich's Rebellion Room Inc.","150700155","Peoria","2","129574.7300","116915.8900","12658.8400","45660.0000","33001.1600","12658.8400","3797.6800","3164.7400","632.9400",
"Ultimate Lounge, Inc.","130700898","Villa Park","5","507936.0600","465177.4400","42758.6200","124307.0000","81548.3800","42758.6200","12827.6000","10689.6700","2137.9300",
"Uncle D's Hospitality, LLC","160700212","Wauconda","5","417648.5500","381676.4200","35972.1300","128971.0000","92998.3200","35972.6800","10791.8700","8993.2300","1798.6400",
"Uncle Fester's LLC","160700842","Fairview Heights","5","355808.9000","333298.2900","22510.6100","106015.0000","83504.3900","22510.6100","6753.1500","5627.6200","1125.5300",
"Uncle Richie's Place, Inc.","150700915","Lockport","4","146513.0100","138680.6900","7832.3200","44518.0000","36685.6800","7832.3200","2349.7000","1958.0800","391.6200",
"Undergab Inc.","150703006","East Peoria","4","74522.5200","67769.5400","6752.9800","24108.0000","17355.0200","6752.9800","2025.9300","1688.2700","337.6600",
"Unique Suites Hotel Management, Inc.","130700154","Charleston","3","46346.0000","44182.9200","2163.0800","13472.0000","11308.9900","2163.0100","648.9100","540.7600","108.1500",
"UNITED GRILL RESTAURANT, INC.","150704301","Cicero","5","573654.3500","520228.1100","53426.2400","193407.0000","139980.7600","53426.2400","16027.9800","13356.6500","2671.3300",
"UNIVERSAL RESTAURANT GROUP, INC.","120708647","DeKalb","4","73688.4600","68517.5900","5170.8700","20452.0000","15280.6800","5171.3200","1551.4700","1292.8900","258.5800",
"Up North Pub, Ltd.","140702754","Waukegan","5","176940.0500","166369.9600","10570.0900","58607.0000","48036.9100","10570.0900","3171.1200","2642.6100","528.5100",
"Uptown Grille Chebanse Corp.","130701680","Chebanse","3","16969.5800","15494.9100","1474.6700","7157.0000","5682.4100","1474.5900","442.4300","368.6900","73.7400",
"Uthaiwan Wiitanen ","160701036","Elgin","5","64447.3200","57532.4600","6914.8600","36528.0000","29613.2100","6914.7900","2074.4700","1728.7300","345.7400",
"Uzivati Inc.","150701531","Lanark","3","61844.6900","56738.1000","5106.5900","18100.0000","12993.4100","5106.5900","1531.9600","1276.6300","255.3300",
"V & H Recreation, Inc.","120708857","Breese","5","276420.7000","251722.8600","24697.8400","87670.0000","62972.2100","24697.7900","7409.4300","6174.5200","1234.9100",
"V & V GAMING, INC.","150701051","North Riverside","5","609742.4700","558392.9900","51349.4800","205181.0000","153831.6200","51349.3800","15404.8700","12837.3900","2567.4800",
"V-BAR, INC.","150700029","Berwyn","5","215405.5000","203032.7600","12372.7400","73834.0000","61460.5400","12373.4600","3712.0900","3093.4100","618.6800",
"V. Gardens, Inc.","120701476","Bridgeview","5","69291.1700","63266.3200","6024.8500","20677.0000","14652.4100","6024.5900","1807.4000","1506.1600","301.2400",
"V.F.W. Veterans Club, Inc.","120900149","McHenry","5","254185.2000","234211.7700","19973.4300","78466.0000","58492.5400","19973.4600","5992.0600","4993.3900","998.6700",
"V.I.P. LOUNGE, INC.","120709091","Dolton","3","129533.5200","116527.0100","13006.5100","48768.0000","35761.5000","13006.5000","3901.9800","3251.6600","650.3200",
