"All Establishment Details"
"February 2017"
"Report Date: 05/05/2017 11:07 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"Superior Business Solutions, Inc.","150703533","Sangamon County","5","317996.5600","288641.0200","29355.5400","115028.0000","85672.5700","29355.4300","8806.6300","7338.8600","1467.7700",
"SUPREME HOUSE OF CHEESE, LTD.","150704003","Toluca","3","67363.8900","65670.7200","1693.1700","16550.0000","14856.8300","1693.1700","507.9400","423.2900","84.6500",
"Susan Bennett LLC","140703231","Plano","4","118630.4800","107725.5700","10904.9100","33613.0000","22708.0900","10904.9100","3271.5400","2726.2800","545.2600",
"Susan Kriebs and Richard Schmidt","160701768","Apple River","3","24884.7100","22913.5400","1971.1700","7389.0000","5417.8300","1971.1700","591.3700","492.8100","98.5600",
"Susan Levery","120708024","Evansville","3","50931.9900","47138.6100","3793.3800","17490.0000","13696.7000","3793.3000","1137.9900","948.3200","189.6700",
"Sushi King Inc.","150703087","McHenry","5","18225.1300","15897.7200","2327.4100","6829.0000","4501.5900","2327.4100","698.2800","581.9000","116.3800",
"Susie McFadden","150702036","Spring Valley","5","198107.3800","183348.6200","14758.7600","61395.0000","46636.2400","14758.7600","4427.6400","3689.7100","737.9300",
"SUZI'S II, LLC","130700897","Princeton","5","350242.1100","316111.6600","34130.4500","112560.0000","78429.5500","34130.4500","10239.1700","8532.6500","1706.5200",
"SUZI'S III, LLC","130700896","Ottawa","5","418360.7300","380896.4100","37464.3200","127636.0000","90171.6800","37464.3200","11239.3500","9366.1300","1873.2200",
"SUZI'S IV, LLC","140700287","Silvis","5","527144.0200","483194.6800","43949.3400","140680.0000","96730.6600","43949.3400","13184.8500","10987.3700","2197.4800",
"SUZI'S IX, LLC","140701623","Ottawa","5","351658.4000","312992.0300","38666.3700","107568.0000","68901.7100","38666.2900","11599.9700","9666.6400","1933.3300",
"SUZI'S V, LLC","140700290","Kewanee","5","262128.8600","237506.2900","24622.5700","69330.0000","44707.4300","24622.5700","7386.8200","6155.6800","1231.1400",
"SUZI'S VI, LLC","140700828","Streator","5","611851.8800","570077.9800","41773.9000","185442.0000","143668.1000","41773.9000","12532.3000","10443.5900","2088.7100",
"SUZI'S VIII, LLC","140701649","Galesburg","5","577794.0300","523874.7200","53919.3100","182521.0000","128601.6900","53919.3100","16175.8400","13479.8700","2695.9700",
"SUZI'S X, LLC","150702864","Sterling","5","437493.0000","400946.5400","36546.4600","127994.0000","91447.5400","36546.4600","10963.9300","9136.6100","1827.3200",
"SUZI'S XI, LLC","140701923","Rock Falls","5","375951.5600","340551.3700","35400.1900","118350.0000","82949.8100","35400.1900","10620.1000","8850.0900","1770.0100",
"SUZI'S XII, LLC","140702486","Peru","5","453862.2600","415873.0300","37989.2300","136752.0000","98762.5900","37989.4100","11396.8800","9497.4000","1899.4800",
"SUZI'S XIII, LLC","150702866","DeKalb","5","457089.3900","419002.7100","38086.6800","126323.0000","88236.3200","38086.6800","11426.1000","9521.7500","1904.3500",
"SUZI'S XIV, LLC","160700643","East Moline","5","567523.1800","511829.0300","55694.1500","157772.0000","102077.8500","55694.1500","16708.2900","13923.5700","2784.7200",
"SUZI'S XIX LLC","160700313","Dixon","5","270458.9400","241929.9200","28529.0200","90308.0000","61778.8800","28529.1200","8558.8200","7132.3500","1426.4700",
"SUZI'S XV, LLC","160700312","Moline","5","557419.5100","515595.0300","41824.4800","169592.0000","127767.5200","41824.4800","12547.4200","10456.1900","2091.2300",
"SUZI'S XVII, LLC","160701399","Pekin","5","268781.4200","241120.7400","27660.6800","77213.0000","49552.3200","27660.6800","8298.2800","6915.2400","1383.0400",
"SUZI'S XX, LLC","160703480","La Salle","5","196127.0400","185203.9800","10923.0600","65001.0000","54077.8400","10923.1600","3276.9900","2730.8200","546.1700",
"SUZI'S, LLC","140700243","Coal Valley","5","102076.3000","94796.8900","7279.4100","29951.0000","22671.5900","7279.4100","2183.8300","1819.8600","363.9700",
"Suzy's Saloon, Inc.","120701986","Peotone","5","134416.5800","121365.7800","13050.8000","41557.0000","28506.2000","13050.8000","3915.3100","3262.7600","652.5500",
"Svati, Inc.","151002153","Lake County","3","313817.5500","292414.6800","21402.8700","88647.0000","67244.0300","21402.9700","6420.9200","5350.7700","1070.1500",
"SW Hospitality, Inc.","150701289","Rock Island","5","156271.9000","141871.9900","14399.9100","43923.0000","29523.1100","14399.8900","4320.0700","3600.0600","720.0100",
"Swansea Improvement Association","150702394","Swansea","5","180636.6100","167354.0700","13282.5400","56330.0000","43047.4600","13282.5400","3984.7300","3320.6100","664.1200",
"Sweepers R & B, Inc.","140703640","Arcola","5","107808.7600","102940.6000","4868.1600","40950.0000","36082.0700","4867.9300","1460.3900","1216.9900","243.4000",
"Sweet Melissa's, Inc","150701050","Lakemoor","5","258199.7000","239816.8500","18382.8500","73302.0000","54918.8500","18383.1500","5514.9900","4595.8200","919.1700",
"SWEET SPOT SPORTS BAR, LLC","160700648","Tinley Park","5","241001.5200","223651.7000","17349.8200","85694.0000","68344.1100","17349.8900","5204.9900","4337.4900","867.5000",
"Sweis Entertainment Group Inc.","150702615","Elk Grove Village","5","830071.5000","768963.2000","61108.3000","223527.0000","162418.7000","61108.3000","18332.5700","15277.1400","3055.4300",
"Swiss Inn, Inc.","150701649","East Dubuque","4","104267.7400","95892.6200","8375.1200","24628.0000","16252.8800","8375.1200","2512.5900","2093.8300","418.7600",
"SYBERG'S ON CENTRAL PARK, LLC","150701129","O'Fallon","4","104917.7300","95897.9100","9019.8200","36488.0000","27468.1800","9019.8200","2705.9600","2254.9600","451.0000",
"Sycamore Lodge # 1506, Loyal Order Of Moose","120800500","Sycamore","4","128777.9400","118011.1000","10766.8400","35882.0000","25115.1700","10766.8300","3230.0900","2691.7500","538.3400",
"Sycamore Lodge 1392, BPOE USA, Inc.","130800706","Sycamore","4","90867.0800","83612.8900","7254.1900","26027.0000","18772.8100","7254.1900","2176.2900","1813.5700","362.7200",
"Sycamore Veterans Home Association, Inc.","130700213","Sycamore","5","221913.2900","208050.6800","13862.6100","57357.0000","43494.3900","13862.6100","4158.8400","3465.7100","693.1300",
"Syl's Tavern","120705347","Rockdale","3","48189.2500","44024.5800","4164.6700","15266.0000","11101.2000","4164.8000","1249.4200","1041.1800","208.2400",
"Sylvia Echevarria","120709804","North Chicago","4","65184.4600","59228.9000","5955.5600","18601.0000","12645.4900","5955.5100","1786.6900","1488.9100","297.7800",
"Symplegades, Inc.","160701076","Braidwood","4","44404.8700","40853.3900","3551.4800","14143.0000","10591.5200","3551.4800","1065.4500","887.8700","177.5800",
"Szarotka's Inc.","120702059","Justice","5","226493.8800","211803.3300","14690.5500","59294.0000","44603.1000","14690.9000","4407.3200","3672.7700","734.5500",
"T & D Sweetwater, Inc.","120703305","Little York","3","80609.1500","75225.6000","5383.5500","20393.0000","15009.4500","5383.5500","1615.0800","1345.9000","269.1800",
"T & G Enterprise I, LLC","130703069","Leroy","5","175724.1300","161168.7200","14555.4100","45393.0000","30837.5900","14555.4100","4366.7400","3638.9600","727.7800",
"T & G Inc.","150700268","McCook","5","329206.0500","306143.7500","23062.3000","92551.0000","69488.7000","23062.3000","6918.7200","5765.6000","1153.1200",
"T & G OF MANTENO INC.","160701234","Manteno","5","190519.5300","174703.1400","15816.3900","59159.0000","43342.6100","15816.3900","4744.9100","3954.0900","790.8200",
"T & J's Goodtimes Tap, Inc.","120708187","Roseville","5","65357.7000","60178.2600","5179.4400","19176.0000","13996.6500","5179.3500","1553.8300","1294.8600","258.9700",
"T & J's Grill, Inc.","160702671","Macon County","5","257349.1900","231532.3000","25816.8900","87880.0000","62063.1100","25816.8900","7745.1200","6454.2700","1290.8500",
"T & K Brawner, LLC","140704075","Pekin","3","107042.3200","96257.1000","10785.2200","33852.0000","23066.7800","10785.2200","3235.5900","2696.3300","539.2600",
"T & L Evergreen, LLC","140701366","Bartlett","3","10462.2400","9460.5000","1001.7400","4272.0000","3270.2600","1001.7400","300.5200","250.4400","50.0800",
"T & M RAILSHAKE, INC.","150703679","Highland","4","61148.4500","54271.9100","6876.5400","19257.0000","12380.6100","6876.3900","2062.9400","1719.1200","343.8200",
"T & R/ J & V TOWN & COUNTRY LIQUORS, INC.","120709301","Oak Lawn","5","416885.0300","391035.4500","25849.5800","112397.0000","86547.4200","25849.5800","7754.8900","6462.4100","1292.4800",
"T & T Tavern, Inc.","120700617","Rantoul","5","344926.8400","316100.9300","28825.9100","102298.0000","73472.0900","28825.9100","8647.7900","7206.4900","1441.3000",
"T J's Liquor of Perry County, Ltd.","130702726","Pinckneyville","4","125389.2100","113076.5600","12312.6500","43243.0000","30930.3500","12312.6500","3693.8400","3078.2000","615.6400",
"T STREET PUB LLC","160700397","Christopher","3","18622.1500","16867.0800","1755.0700","5304.0000","3548.5800","1755.4200","526.6500","438.8800","87.7700",
"T V E O Corporation","120707001","Bloomington","5","158431.6300","140632.6600","17798.9700","58344.0000","40543.4800","17800.5200","5340.3000","4450.2500","890.0500",
"T&G GAMING LLC","150702672","Decatur","5","695479.5300","639842.4300","55637.1000","206789.0000","151152.0000","55637.0000","16691.1700","13909.3100","2781.8600",
"T&G GAMING LLC","160701447","Decatur","5","261798.3000","239323.3100","22474.9900","82894.0000","60419.0100","22474.9900","6742.5800","5618.8200","1123.7600",
"T&G Gaming LLC","160702672","Decatur","5","344032.8600","317321.1700","26711.6900","106433.0000","79721.3100","26711.6900","8013.5200","6677.9400","1335.5800",
"T&G GAMING LLC","150702680","Decatur","5","284381.3400","264571.3800","19809.9600","101231.0000","81421.0400","19809.9600","5943.0400","4952.5400","990.5000",
"T&G GAMING LLC","150702685","Decatur","5","705570.3000","657791.5800","47778.7200","211040.0000","163261.2800","47778.7200","14333.6300","11944.7000","2388.9300",
"T&T Entertainment LLC","140702085","Wadsworth","5","866326.1900","793361.1600","72965.0300","336404.0000","263438.9700","72965.0300","21889.5700","18241.3100","3648.2600",
"T&T Entertainment LLC","130703307","Carol Stream","5","916970.7700","832363.0600","84607.7100","277195.0000","192586.9900","84608.0100","25382.4700","21152.0600","4230.4100",
"T&T Entertainment, LLC","130704315","Winthrop Harbor","5","1103535.3100","1026515.1800","77020.1300","344168.0000","267147.8700","77020.1300","23106.0900","19255.0700","3851.0200",
"T-BAR, INC.","130702682","McHenry County","5","69778.3300","62756.3700","7021.9600","21331.0000","14309.1900","7021.8100","2106.5300","1755.4500","351.0800",
"T-Bone Bar & Grill, Inc.","130703171","Dawson","3","7272.0800","6347.1700","924.9100","2025.0000","1100.0900","924.9100","277.4900","231.2400","46.2500",
"T-Bone, Inc.","120703647","Macomb","3","57556.7900","53863.2400","3693.5500","20090.0000","16396.3600","3693.6400","1108.1100","923.4200","184.6900",
"T-Ricks Ltd.","160703848","Hampshire","5","80068.2500","77528.6600","2539.5900","21263.0000","18723.4100","2539.5900","761.9200","634.9400","126.9800",
"T-Teez Company","120703136","Irving","3","55938.1000","50919.8700","5018.2300","19674.0000","14655.7700","5018.2300","1505.5000","1254.5800","250.9200",
"T. & D., Inc.","150703325","Burbank","4","112693.9000","104079.4600","8614.4400","36363.0000","27748.5600","8614.4400","2584.3500","2153.6200","430.7300",
"T.B.G.H. Inc.","120702246","Moline","4","119978.3900","107981.9100","11996.4800","42164.0000","30167.7200","11996.2800","3598.9100","2999.0900","599.8200",
"T.D. Gaming L.L.C.","150701224","Marion","5","477167.8500","432729.0400","44438.8100","142540.0000","98101.1900","44438.8100","13331.7200","11109.7700","2221.9500",
"T.J. Donlin's Ltd.","120702049","Bourbonnais","5","228833.5100","209686.3600","19147.1500","73488.0000","54340.6500","19147.3500","5744.3000","4786.9200","957.3800",
"T.J.'s Lounge, Inc.","120706567","Rochelle","5","101671.4400","91870.0700","9801.3700","31301.0000","21499.6300","9801.3700","2940.4700","2450.4000","490.0700",
"T.J.'s Place, Inc.","120706481","Granite City","5","95485.2200","87893.7700","7591.4500","29393.0000","21801.5500","7591.4500","2277.5200","1897.9300","379.5900",
"T.J.S. Enterprises, Inc.","120707131","Lyons","5","240206.9400","220238.5500","19968.3900","70371.0000","50402.3200","19968.6800","5990.5900","4992.1600","998.4300",
"T.R. Tice, Incorporated","160701276","Stillman Valley","4","64231.7000","54577.6300","9654.0700","22933.0000","13278.9300","9654.0700","2896.3100","2413.5900","482.7200",
"T.R.'s Place Inc.","120700365","St. Clair County","5","371449.7400","342212.8400","29236.9000","116125.0000","86887.2500","29237.7500","8771.3500","7309.4600","1461.8900",
"TA Operating LLC","121010652","Bloomington","5","650523.5100","603637.7700","46885.7400","185610.0000","138724.2600","46885.7400","14065.7300","11721.4400","2344.2900",
"TA Operating LLC","121010955","Wadsworth","5","943764.3300","872129.5400","71634.7900","264059.0000","192424.2100","71634.7900","21490.4900","17908.7400","3581.7500",
"TA Operating LLC","121011016","Troy","5","439672.4200","407966.5900","31705.8300","109604.0000","77953.6700","31650.3300","9495.1500","7912.6300","1582.5200",
"TA Operating LLC","121010956","Effingham","5","520692.3900","483091.1100","37601.2800","149563.0000","111961.8200","37601.1800","11280.3900","9400.3300","1880.0600",
"TA Operating LLC","121011010","Effingham","5","736295.1800","677481.5700","58813.6100","186072.0000","127241.5900","58830.4100","17649.1400","14707.6200","2941.5200",
"TA Operating LLC","151004104","Diamond","5","479761.7900","443789.5700","35972.2200","132720.0000","96683.5900","36036.4100","10810.9600","9009.1300","1801.8300",
"TA Operating LLC","151001931","Wilmington (Will)","5","624674.1700","578201.1900","46472.9800","167088.0000","120596.4200","46491.5800","13947.5500","11622.9600","2324.5900",
"TA Operating LLC","151001933","Sangamon County","5","696324.5300","644941.6300","51382.9000","189369.0000","137943.6000","51425.4000","15427.6900","12856.4100","2571.2800",
"TA Operating LLC","151001935","Lacon","5","143137.3700","129697.4600","13439.9100","47029.0000","33589.2300","13439.7700","4031.9400","3359.9600","671.9800",
"TA Operating LLC","151001940","Gilman","5","128634.4900","121397.1200","7237.3700","42652.0000","35414.6300","7237.3700","2171.2300","1809.3600","361.8700",
"TA Operating LLC","151001941","Will County","5","501189.4600","461858.9000","39330.5600","160264.0000","120933.5400","39330.4600","11799.2000","9832.6700","1966.5300",
"TA Operating LLC","151001945","El Paso","5","194563.5000","182703.2100","11860.2900","57052.0000","45191.7100","11860.2900","3558.1300","2965.1100","593.0200",
"TA Operating LLC","151001936","Morris","5","586339.0000","535817.8400","50521.1600","175921.0000","125400.0400","50520.9600","15156.2800","12630.2400","2526.0400",
"TA Operating LLC","151001942","Mazon","5","107504.1700","96828.6400","10675.5300","38772.0000","28096.5200","10675.4800","3202.7000","2668.9200","533.7800",
"TA Operating LLC","151001932","Clinton","5","408307.6500","378289.1900","30018.4600","129147.0000","99128.5400","30018.4600","9005.5800","7504.6500","1500.9300",
"TA Operating LLC","151001934","Wenona","5","121139.6300","109937.3800","11202.2500","38063.0000","26860.7500","11202.2500","3360.7500","2800.6300","560.1200",
"TA Operating LLC","151001938","Manteno","5","539179.7500","494472.4700","44707.2800","152670.0000","107961.1000","44708.9000","13412.7500","11177.2900","2235.4600",
"TA Operating LLC","151001944","Gardner","5","193969.9900","178866.6400","15103.3500","62373.0000","47249.6500","15123.3500","4537.0400","3780.8700","756.1700",
"TA Operating LLC","121010945","Mount Vernon","5","749244.6900","685150.6000","64094.0900","211010.0000","146915.8900","64094.1100","19228.3100","16023.5900","3204.7200",
"TA Operating LLC","121011011","Monee","5","683164.1400","623551.8000","59612.3400","199589.0000","139983.4100","59605.5900","17881.8000","14901.5000","2980.3000",
"TA Operating LLC","121011015","Morris","5","662947.6700","598130.8600","64816.8100","175944.0000","111151.3100","64792.6900","19437.8400","16198.2000","3239.6400",
"TA Operating LLC","121010957","Hampshire","5","439907.3100","401699.8000","38207.5100","108323.0000","70083.7500","38239.2500","11471.8600","9559.8900","1911.9700",
"TAAK Enterprises Inc.","160700188","Saybrook","4","82766.6400","75573.5800","7193.0600","26695.0000","19501.9400","7193.0600","2157.9500","1798.2900","359.6600",
"TAAPER'S TAP, INC.","130701732","Greenview","3","75339.9100","67731.0100","7608.9000","15965.0000","8356.1000","7608.9000","2282.7000","1902.2600","380.4400",
"Tab 3 Inc.","140701333","Pawnee","5","205094.1200","184477.6300","20616.4900","67054.0000","46437.5100","20616.4900","6184.9900","5154.1600","1030.8300",
"Tablegrove Tap, Inc.","150704359","Table Grove","3","54470.3300","46650.3000","7820.0300","17647.0000","9827.0100","7819.9900","2346.0200","1955.0200","391.0000",
"Tacos In Lake In The Hills, Inc.","130700461","Lake In the Hills","3","58517.5600","52393.6900","6123.8700","18017.0000","11893.1300","6123.8700","1837.1800","1530.9800","306.2000",
"Tacos San Jose, Inc.","150702777","Rockford","5","241175.4100","221134.7500","20040.6600","88761.0000","68720.3300","20040.6700","6012.2300","5010.1900","1002.0400",
"Tad's Bar & Grill, Inc.","120706049","Loves Park","5","321824.5800","292900.0600","28924.5200","91155.0000","62230.2600","28924.7400","8677.4400","7231.2000","1446.2400",
"Tag Investment, LLC-Series Stone Creek Golf Club","140700763","Urbana","3","49673.9400","46222.4600","3451.4800","12328.0000","8876.5200","3451.4800","1035.4500","862.8800","172.5700",
"Tai Pan Chinese Restaurant Inc.","160701841","Springfield","3","36679.8200","32634.6300","4045.1900","13435.0000","9389.6600","4045.3400","1213.6400","1011.3700","202.2700",
"Tailgater's Bar and Grille L.L.C.","160702805","Eldorado","5","58365.2900","56197.3000","2167.9900","17883.0000","15715.4400","2167.5600","650.2500","541.8700","108.3800",
"TAMER'S INC.","140700554","Washington Park","5","401821.3100","372331.5500","29489.7600","132368.0000","102876.2800","29491.7200","8847.6000","7373.0000","1474.6000",
"Tammy Diane Kerley and Joseph Glen Kerley - Partnership","150701665","Buncombe","3","50632.2300","46228.5200","4403.7100","15075.0000","10671.2900","4403.7100","1321.1600","1100.9700","220.1900",
"Tammy L Benson","130702361","Manlius","3","34970.8600","31829.8500","3141.0100","12837.0000","9696.2900","3140.7100","942.2000","785.1700","157.0300",
"Tammy Lynn Bova","130700175","Caseyville","5","211267.8400","195425.6100","15842.2300","55637.0000","39794.8700","15842.1300","4752.6600","3960.5500","792.1100",
"Tammy O'Neal","140703486","Port Byron","4","126118.9000","116412.4100","9706.4900","39365.0000","29658.6400","9706.3600","2911.9800","2426.6600","485.3200",
"TAND M 217 INC.","160701689","Springfield","5","237124.4700","214359.5400","22764.9300","78174.0000","55409.0700","22764.9300","6829.5100","5691.2600","1138.2500",
"Tandem Entertainment LLC","150700060","Elmwood Park","3","177322.4500","168438.7600","8883.6900","46258.0000","37374.0300","8883.9700","2665.2200","2221.0200","444.2000",
"Tangara, Inc.","150701130","O'Fallon","4","200362.2800","178311.9600","22050.3200","59881.0000","37830.6800","22050.3200","6615.2000","5512.6700","1102.5300",
"Tangerine Dreams, Inc.","140702773","Quincy","2","213546.3700","200537.4000","13008.9700","60525.0000","47516.0600","13008.9400","3902.6600","3252.2100","650.4500",
"TANK R MANAGEMENT INC.","160703447","Blue Island","5","148830.3800","133504.0400","15326.3400","45320.0000","29993.6600","15326.3400","4597.9300","3831.6100","766.3200",
"TAP ROOM HOSPITALITY, LLC","150703226","Bartlett","3","65095.9500","58891.1900","6204.7600","30364.0000","24159.2400","6204.7600","1861.4500","1551.2100","310.2400",
"Tapp City, Inc.","120708475","Berwyn","5","182088.3300","167637.2000","14451.1300","63936.0000","49475.8500","14460.1500","4338.0200","3615.0200","723.0000",
"Tapp Managment LLC","120702332","Momence","4","96046.8200","87916.7800","8130.0400","33210.0000","25079.9600","8130.0400","2439.0600","2032.5500","406.5100",
"Taqueria Chapalita 2, Inc.","160702611","Addison","3","45420.0200","40634.3700","4785.6500","17984.0000","13198.3500","4785.6500","1435.7200","1196.4300","239.2900",
"Taqueria Toluca #1 Inc.","150703218","Waukegan","3","66964.2000","63819.4400","3144.7600","29461.0000","26316.2400","3144.7600","943.4300","786.1900","157.2400",
"Taquerias Olvera, Inc.","160700914","Fairview Heights","3","51019.0700","43613.1600","7405.9100","12796.0000","5389.7800","7406.2200","2221.8600","1851.5500","370.3100",
"TARRAN, INC.","150703091","Wilmington (Will)","5","185460.5100","171367.9300","14092.5800","61468.0000","47375.4200","14092.5800","4227.8400","3523.2000","704.6400",
"Taste of Heaven Inc. I","140702465","Summit","3","19120.9200","17644.1700","1476.7500","7379.0000","5902.2500","1476.7500","443.0400","369.2000","73.8400",
"TAVCO, INC.","120706254","Champaign","5","179727.3900","170052.8700","9674.5200","62292.0000","52617.1300","9674.8700","2902.4700","2418.7300","483.7400",
"TAVERAS GOMEZ GROUP, INC.","140702561","Rockford","5","97336.9700","91032.9800","6303.9900","33148.0000","26844.0300","6303.9700","1891.1600","1575.9600","315.2000",
"Tavern on 60, Inc.","130706017","Mundelein","5","485006.3800","450237.8200","34768.5600","132097.0000","97328.4400","34768.5600","10430.6200","8692.1800","1738.4400",
"Tavern on Beach LLC","160701700","Kewanee","3","74712.9600","71438.7300","3274.2300","24487.0000","21212.7700","3274.2300","982.2700","818.5600","163.7100",
"Tavern on LaGrange Corp.","120702040","Countryside","5","202782.7700","188130.0800","14652.6900","61890.0000","47237.3100","14652.6900","4395.8100","3663.1700","732.6400",
"Tay-Cam, LTD.","150703390","Pekin","5","310065.7400","288256.1200","21809.6200","88248.0000","66438.2900","21809.7100","6542.9300","5452.4500","1090.4800",
"Taylor Gossett","160702899","Chrisman","5","239893.6600","217368.2000","22525.4600","87298.0000","64770.5800","22527.4200","6758.2500","5631.8700","1126.3800",
"TAYLORVILLE POST 4495, VETERANS OF FOREIGN WARS OF THE UNITED STATES, INC.","150702082","Taylorville","3","41200.6600","37197.0300","4003.6300","15464.0000","11460.3700","4003.6300","1201.1200","1000.9400","200.1800",
"TB of Crete, Inc.","120710500","Will County","5","192142.0500","173373.5200","18768.5300","60667.0000","41898.5500","18768.4500","5630.5500","4692.1300","938.4200",
"TBKR, LLC","160703850","Channahon","4","90845.7100","83759.8800","7085.8300","26290.0000","19158.3600","7131.6400","2139.5400","1782.9500","356.5900",
"TC Grassman LLC","120710464","Urbana","5","248257.4300","223490.9800","24766.4500","78231.0000","53464.3500","24766.6500","7430.0500","6191.7100","1238.3400",
"TC PUB 3, INC.","150700969","Crestwood","5","190115.6100","178933.1900","11182.4200","56967.0000","45784.8300","11182.1700","3354.7400","2795.6200","559.1200",
"TC PUB, INC.","130705768","Oak Lawn","5","299485.4000","281259.8400","18225.5600","91606.0000","73381.4100","18224.5900","5467.4300","4556.2000","911.2300",
"TC1 CORP.","120710053","Dixon","2","59896.9300","53450.2500","6446.6800","18444.0000","11997.0800","6446.9200","1934.0700","1611.7200","322.3500",
"TCA Food Service LLC","150704450","Springfield","5","80839.3500","76909.0400","3930.3100","25068.0000","21137.8400","3930.1600","1179.1000","982.5900","196.5100",
"TCB 123 LLC","130703011","Yorkville","5","149298.7300","138403.5600","10895.1700","43518.0000","32622.8300","10895.1700","3268.5700","2723.8100","544.7600",
"TCD Group, LLC","130702304","Union County","4","95737.1700","88673.8800","7063.2900","24702.0000","17639.3100","7062.6900","2118.8200","1765.6800","353.1400",
"TCG Ventures, Inc","140701884","Richton Park","3","55309.1200","51814.2300","3494.8900","18961.0000","15466.1100","3494.8900","1048.4700","873.7200","174.7500",
"TDC Stops LLC","130700739","Adams County","5","39417.9300","35765.0300","3652.9000","13984.0000","10331.1000","3652.9000","1095.9000","913.2500","182.6500",
"TDNT Corp.","120702263","Rock Island","5","171624.8600","159745.8000","11879.0600","46728.0000","34849.0600","11878.9400","3563.7300","2969.7800","593.9500",
"Teddy's Sports Bar and Grill, Inc.","120707199","Herrin","4","134701.8300","119728.1300","14973.7000","47985.0000","33011.3000","14973.7000","4492.1400","3743.4600","748.6800",
"TEDJ, LLC","130705788","Bloomington","5","202161.8600","184523.5900","17638.2700","61545.0000","43886.7300","17658.2700","5297.5000","4414.5800","882.9200",
"Tee 2 Green Indoor Golf, LLC","130700658","Huntley","5","157747.2000","146983.3200","10763.8800","34731.0000","23967.1200","10763.8800","3229.2200","2691.0200","538.2000",
"Teehan's Inc.","140700939","Tinley Park","5","154771.8500","143524.9200","11246.9300","44427.0000","33180.0700","11246.9300","3374.1100","2811.7500","562.3600",
"TEJ's Sports Connection Inc.","120707505","Peoria","5","259158.4900","238512.6000","20645.8900","78659.0000","58012.8300","20646.1700","6193.8700","5161.5600","1032.3100",
"Ten Pennies Place LTD.","130706114","Freeport","5","978685.9700","917285.7100","61400.2600","248581.0000","187180.7400","61400.2600","18420.1400","15350.1200","3070.0200",
"Ten Pennies Place LTD.","130703427","Oregon","5","487595.6900","454052.9200","33542.7700","123366.0000","89823.2300","33542.7700","10062.8400","8385.7000","1677.1400",
"TEN PENNIES PLACE LTD.","140704202","Oregon","5","310866.1400","286128.5400","24737.6000","92700.0000","67962.4000","24737.6000","7421.3600","6184.4600","1236.9000",
"Tena M. Merli","120706486","Wood River","1","10279.5500","8188.7700","2090.7800","3419.0000","1328.2200","2090.7800","627.2300","522.6900","104.5400",
"Tenpins, LLC","130704379","Mount Carmel","3","81657.6500","75137.5800","6520.0700","20146.0000","13625.9300","6520.0700","1956.0200","1630.0100","326.0100",
"Teodora & Paul Bartolomei","120711006","Sterling","3","82736.1000","76776.2300","5959.8700","25567.0000","19607.1300","5959.8700","1788.0000","1490.0000","298.0000",
"Tequila Sheila's, Inc.","120711372","Grayville","5","110637.7600","106541.0200","4096.7400","26622.0000","22515.5000","4106.5000","1231.9500","1026.6300","205.3200",
"Teresa K. Jewell","120700173","Hindsboro","5","206385.9100","194588.8700","11797.0400","67083.0000","55285.9600","11797.0400","3539.1500","2949.2900","589.8600",
"Teresa Lynn Brock","120708027","Kewanee","3","31072.6600","27768.2500","3304.4100","10413.0000","7108.5900","3304.4100","991.3700","826.1400","165.2300",
"Terrace Inn, Inc.","120706673","Will County","2","25364.2200","23533.0200","1831.2000","7911.0000","6079.8000","1831.2000","549.4000","457.8300","91.5700",
"Terri Bova","130700373","Caseyville","5","199179.2600","178345.1600","20834.1000","65787.0000","44952.9000","20834.1000","6250.3000","5208.5800","1041.7200",
"Terri Shepard","120709572","Morrison","5","167531.6100","151367.7400","16163.8700","55308.0000","39144.1300","16163.8700","4849.2000","4041.0000","808.2000",
"Terry B. Logan","120707631","Capron","5","136790.7100","125025.9500","11764.7600","45669.0000","33904.2400","11764.7600","3529.4400","2941.2000","588.2400",
"Terry C. Cooper","120700420","Creve Coeur","5","196574.1400","177828.9700","18745.1700","54529.0000","35783.8300","18745.1700","5623.6000","4686.3300","937.2700",
"Terry McVey","120702305","Williamson County","4","143420.0100","128734.7000","14685.3100","39772.0000","25086.5900","14685.4100","4405.7000","3671.4200","734.2800",
"Terry Shamblin","120704190","Monmouth","4","146082.4500","134923.9300","11158.5200","41394.0000","30235.4800","11158.5200","3347.5700","2789.6500","557.9200",
"TERRY'S ENTERPRISES, LLC","140702438","South Beloit","5","404935.9500","370662.7700","34273.1800","121188.0000","86914.8200","34273.1800","10282.0000","8568.3300","1713.6700",
"Terry's Pizza, Inc.","160702406","Bartonville","5","15561.7800","13457.9100","2103.8700","6663.0000","4559.1300","2103.8700","631.2000","526.0000","105.2000",
"Tess Enterprises LTD","120711429","Christian County","4","138509.6500","123120.2900","15389.3600","42122.0000","26732.6400","15389.3600","4616.8700","3847.3900","769.4800",
"Testory-Bolt Incorporated","120700259","Champaign","5","219109.5300","203468.7900","15640.7400","90626.0000","74985.2600","15640.7400","4692.2900","3910.2500","782.0400",
"Texas Corner, Inc.","130701771","Salem","5","303552.1100","292093.0400","11459.0700","86422.0000","74962.9300","11459.0700","3437.7100","2864.7600","572.9500",
